clone_id,treatment,outer_fold,y,pred_W0,pred_W1,pred_W2,pred_W3,pred_W4
L107482,Dabrafenib,1,0,0.23203384804524899,0.0969560750019377,0.23329234489963527,0.19202897138768163,0.07375765158880615
L107482,Doxorubicin,1,0,0.29979943088858513,0.14103226746692055,0.23329234489963527,0.2574492642568832,0.11015710047366326
L107482,Trametinib,1,0,0.19726215106258552,0.07717572323658099,0.23329234489963527,0.16016784576728357,0.05799505939881624
L107483,Acid,0,0,0.4736194759800148,0.4149805867907848,0.26473874701847067,0.4836896179726609,0.3183769952562534
L107483,Cisplatin,0,0,0.18583642087064267,0.11770077676036118,0.26473874701847067,0.1759987772876922,0.07795620793760324
L107483,CoCl2,0,0,0.22867007436383363,0.1548455655223088,0.26473874701847067,0.2198306142936573,0.10460660841258157
L107483,Dabrafenib,0,0,0.24473499838108828,0.16963304954505068,0.26473874701847067,0.236583255075723,0.11549881117072931
L107483,Doxorubicin,0,0,0.2866788719209133,0.21003912850205728,0.26473874701847067,0.2810614664508272,0.1462792292383328
L107483,Trametinib,0,0,0.20368386704128424,0.13279122361587653,0.26473874701847067,0.1941073280736968,0.08863984395420635
L107578,Acid,2,1,0.4723002644704608,0.6012435844269273,0.2939462574926951,0.5289544346384635,0.503252750974649
L107578,Cisplatin,2,0,0.20261025237344546,0.24466406503846072,0.2939462574926951,0.21998434216977866,0.17664536115788682
L107578,CoCl2,2,0,0.22668291955083833,0.27846815604515707,0.2939462574926951,0.24726512404467274,0.20387790159219896
L107578,Dabrafenib,2,0,0.22668291955083833,0.2784681560451572,0.2939462574926951,0.2472651240446729,0.20387790159219896
L107578,Doxorubicin,2,1,0.2819646373115759,0.3560946802016933,0.2939462574926951,0.310435138788707,0.26961158861046425
L107578,Trametinib,2,0,0.19458603455920903,0.2334318632040079,0.2939462574926951,0.21092935459101433,0.16779246588547553
L108005,Acid,2,0,0.4723002644704608,0.2807695161874157,0.33558494849423554,0.5795029350517981,0.34480503389804584
L108005,Cisplatin,2,0,0.20261025237344546,0.07737396318390978,0.33558494849423554,0.2571237755926159,0.10027183749677826
L108005,CoCl2,2,0,0.22668291955083833,0.09084424576363263,0.33558494849423554,0.2873138084447978,0.11740922428366239
L108005,Dabrafenib,2,0,0.22668291955083833,0.09084424576363272,0.33558494849423554,0.28731380844479804,0.11740922428366239
L108005,Doxorubicin,2,0,0.2819646373115759,0.1252471706812583,0.33558494849423554,0.3558780375060943,0.16089835767679025
L108005,Trametinib,2,0,0.19458603455920903,0.07307878074846619,0.33558494849423554,0.24702419216104451,0.09480580537008912
L108076,Acid,1,0,0.47587273821028014,0.2846492613888907,0.2756755850795118,0.4992085825302311,0.2588263752049118
L108076,Cisplatin,1,0,0.19458719593808257,0.07572901961696576,0.2756755850795118,0.1914122510664008,0.0623892648606346
L108076,CoCl2,1,1,0.23560044533301658,0.09909531796825004,0.2756755850795118,0.23479244647897768,0.08266390993620393
L108076,Dabrafenib,1,0,0.23203384804524899,0.0969560750019377,0.2756755850795118,0.2309784758700945,0.08078967179400863
